Rk,Player,Pos,Squad,Comp,90s,CPA
1206,Alessandro Deiola\7f267d66,MF,Cagliari,it Serie A,23.7,2
1207,Yusuf Demir\fa265f6d,FW,Barcelona,es La Liga,2.1,2
1208,Diego Demme\dc3fa3b5,MF,Napoli,it Serie A,7.7,2
1209,Fabio Depaoli\d97f2e8d,DF,Hellas Verona,it Serie A,7.8,2
1210,Lucas Digne\1b84dbe1,DF,Everton,eng Premier League,13.0,2
1211,Landry Dimata\b5f63410,FWMF,Espanyol,es La Liga,6.0,2
1212,Junior Dina Ebimbe\95bb6ddc,MF,Paris S-G,fr Ligue 1,3.5,2
1213,Tristan Dingomé\92b56413,MFFW,Troyes,fr Ligue 1,12.0,2
1214,Koffi Djidji\933d3b51,DF,Torino,it Serie A,19.3,2
1215,Lucas Douath\3cd7820a,MF,Saint-Étienne,fr Ligue 1,20.0,2
1216,Cheick Doucouré\ce4f40c7,MF,Lens,fr Ligue 1,32.7,2
1217,Maximilian Eggestein\beb882a8,MF,Freiburg,de Bundesliga,24.4,2
1218,Harvey Elliott\c8387671,MF,Liverpool,eng Premier League,3.8,2
1219,Julien Faussurier\767212e6,MFDF,Brest,fr Ligue 1,5.4,2
1220,Federico Fazio\4e358a2d,DF,Salernitana,it Serie A,15.9,2
1221,Karol Fila\50ac8941,DF,Strasbourg,fr Ligue 1,6.2,2
1222,Luca Fiordilino\9bb1ad91,MF,Venezia,it Serie A,7.3,2
1223,Junior Firpo\24f59bb2,DF,Leeds United,eng Premier League,19.0,2
1224,Youssouf Fofana\822d51d7,MF,Monaco,fr Ligue 1,24.3,2
1225,Thomas Foket\90eb507d,DFMF,Reims,fr Ligue 1,24.8,2
1226,Adam Forshaw\9f1938ab,MF,Leeds United,eng Premier League,17.0,2
1227,Francesco Forte\69e11a01,FW,Venezia,it Serie A,4.7,2
1228,Tariqe Fosu\3dcef539,DF,Brentford,eng Premier League,0.2,2
1229,Fransérgio\deba6b05,MF,Bordeaux,fr Ligue 1,14.0,2
1230,Pablo Galdames Millán\dd403465,MF,Genoa,it Serie A,11.4,2
1231,Cristian Gamboa\f27680d9,DF,Bochum,de Bundesliga,19.1,2
1232,Silvère Ganvoula M'Boussy\6c731625,FW,Bochum,de Bundesliga,1.7,2
1233,Dennis Geiger\37f606f0,MF,Hoffenheim,de Bundesliga,15.3,2
1234,Hamadi Al Ghaddioui\5723931e,FW,Stuttgart,de Bundesliga,5.5,2
1235,Saman Ghoddos\f7b1d4e0,DFMF,Brentford,eng Premier League,6.0,2
1236,Niko Gießelmann\7242b495,DF,Union Berlin,de Bundesliga,23.1,2
1237,Joe Gomez\7a11550b,DF,Liverpool,eng Premier League,3.7,2
1238,Maxime Gonalons\b8c1de25,MF,Granada,es La Liga,16.2,2
1239,Leon Goretzka\cc86b9a3,MF,Bayern Munich,de Bundesliga,15.5,2
1240,Robin Gosens\2d970560,DF,Atalanta,it Serie A,5.1,2
1241,Adrian Grbić\4a987ffa,FWMF,Lorient,fr Ligue 1,5.8,2
1242,Julian Green\ad1d6fa4,MF,Greuther Fürth,de Bundesliga,11.7,2
1243,Sam Greenwood\f3354c07,MFFW,Leeds United,eng Premier League,2.6,2
1244,Michael Gregoritsch\8e235926,FWMF,Augsburg,de Bundesliga,15.5,2
1245,Frederic Guilbert\5d8d7454,DF,Strasbourg,fr Ligue 1,28.0,2
1246,Miguel Gutiérrez\7e98cff1,DF,Real Madrid,es La Liga,2.9,2
1247,Janik Haberer\70dcf94d,MF,Freiburg,de Bundesliga,9.1,2
1248,Lucas Hernández\c3ee18ef,DF,Bayern Munich,de Bundesliga,22.6,2
1249,Nicolas Höfler\5d8e331f,MF,Freiburg,de Bundesliga,28.9,2
1250,Martin Hongla\b85bf253,MF,Hellas Verona,it Serie A,7.2,2
1251,Fraser Hornby\29aee77c,FWMF,Reims,fr Ligue 1,3.9,2
1252,Suk Hyun-jun\7ffaf233,FWMF,Troyes,fr Ligue 1,1.7,2
1253,Roger Ibanez\82efe6fa,DF,Roma,it Serie A,32.1,2
1254,Adam Idah\291e3ec3,FWMF,Norwich City,eng Premier League,6.9,2
1255,Oussama Idrissi\34caa4b3,FWMF,Sevilla,es La Liga,1.4,2
1256,Paul Jaeckel\a93b6f4e,DF,Union Berlin,de Bundesliga,22.7,2
1257,Jakub Jankto\1ea5f91c,DFMF,Getafe,es La Liga,6.5,2
1258,Jason\9038c2a1,MFFW,Alavés,es La Liga,7.5,2
1259,Flavio Junior Bianchi\3ef965c1,FWMF,Genoa,it Serie A,3.5,2
1260,Boubacar Kamara\cc77354e,MFDF,Marseille,fr Ligue 1,30.9,2
1261,Thilo Kehrer\51dbeea9,DF,Paris S-G,fr Ligue 1,16.8,2
1262,Joshua Kimmich\49296448,MF,Bayern Munich,de Bundesliga,27.5,2
1263,Presnel Kimpembe\aef6e670,DF,Paris S-G,fr Ligue 1,28.6,2
1264,Ansgar Knauff\19a967ab,FWMF,Dortmund,de Bundesliga,1.3,2
1265,Koke\55126f3b,MF,Atlético Madrid,es La Liga,27.9,2
1266,Youssouf Koné\e6eadfb8,DF,Troyes,fr Ligue 1,10.9,2
1267,Kalidou Koulibaly\da974c7b,DF,Napoli,it Serie A,26.7,2
1268,Christoph Kramer\496aeede,MF,M'Gladbach,de Bundesliga,8.3,2
1269,Toni Kroos\6ce1f46f,MF,Real Madrid,es La Liga,23.4,2
1270,Diego Lainez\bf12926c,FW,Betis,es La Liga,1.6,2
1271,Wu Lei\e3fabb0a,FWMF,Espanyol,es La Liga,5.3,2
1272,Léo Leroy\fcc84a07,MF,Montpellier,fr Ligue 1,7.0,2
1273,Javier Llabrés\38b0cf42,FWMF,Mallorca,es La Liga,1.5,2
1274,Julen Lobete\a952a529,FWMF,Real Sociedad,es La Liga,3.2,2
1275,Banzouzi Locko\40221fa7,DFMF,Reims,fr Ligue 1,11.2,2
1276,Unai López\88050721,MF,Rayo Vallecano,es La Liga,12.9,2
1277,Imran Louza\e1df6989,MF,Watford,eng Premier League,15.7,2
1278,Dodi Lukebakio\0c61c77c,FW,Hertha BSC,de Bundesliga,2.0,2
1279,Lyanco\b5bf1770,DF,Southampton,eng Premier League,10.1,2
1280,Vincent Manceau\c26a3918,DF,Angers,fr Ligue 1,26.2,2
1281,Reinildo Mandava\c20bdcd7,DF,Atlético Madrid,es La Liga,14.4,2
1282,Sekou Mara\3544641e,FW,Bordeaux,fr Ligue 1,10.1,2
1283,Óscar de Marcos\9f323c71,DF,Athletic Club,es La Liga,18.7,2
1284,Ander Martin\e1e75690,FWMF,Real Sociedad,es La Liga,1.0,2
1285,Omar Mascarell\11fd2b75,MF,Elche,es La Liga,27.7,2
1286,Nemanja Matić\eb7822d7,MF,Manchester Utd,eng Premier League,15.4,2
1287,Thiago Mendes\c6e5d20f,MFDF,Lyon,fr Ligue 1,20.7,2
1288,Gideon Mensah\9bdd8118,DF,Bordeaux,fr Ligue 1,13.4,2
1289,Éder Militão\2784f898,DF,Real Madrid,es La Liga,33.7,2
1290,Tyrick Mitchell\5cbd1eb0,DF,Crystal Palace,eng Premier League,34.5,2
1291,Kevin Möhwald\a5ce09f2,MF,Union Berlin,de Bundesliga,3.9,2
1292,Jon Moncayola\9939e168,MF,Osasuna,es La Liga,32.4,2
1293,Manu Morlanes\a0255c67,MF,Espanyol,es La Liga,12.7,2
1294,Raúl Moro\919dd4b1,FW,Lazio,it Serie A,2.2,2
1295,Samuel Moutoussamy\af0c835b,MF,Nantes,fr Ligue 1,16.8,2
1296,Marshall Munetsi\2acf0cd7,MFDF,Reims,fr Ligue 1,20.9,2
1297,Vital N'Simba\249ac66d,DF,Clermont Foot,fr Ligue 1,31.0,2
1298,Nani\15e9c7e6,FWMF,Venezia,it Serie A,3.2,2
1299,Papa Ndiaga Yade\87e9c7cd,DFMF,Metz,fr Ligue 1,7.7,2
1300,Dimitris Nikolaou\cf961d8d,DF,Spezia,it Serie A,36.0,2
1301,Casimir Ninga\91f2da4c,FW,Angers,fr Ligue 1,4.5,2
1302,Jean-Pierre Nsame\12e6d21a,FW,Venezia,it Serie A,2.7,2
1303,Simeon Nwankwo\80dbbd10,FW,Salernitana,it Serie A,9.4,2
1304,Jean Onana\b5bb8188,MF,Bordeaux,fr Ligue 1,20.4,2
1305,Vincent Pajot\f86ca403,MF,Metz,fr Ligue 1,25.7,2
1306,Thomas Partey\529f49ab,MF,Arsenal,eng Premier League,22.5,2
1307,Pietro Pellegri\a44d3a3c,FW,Torino,it Serie A,2.4,2
1308,Luca Pellegrini\3b61c9ec,DF,Juventus,it Serie A,12.3,2
1309,Ricardo Pepi\a2b1ed42,FWMF,Augsburg,de Bundesliga,5.3,2
1310,Lucas Pérez\a300ac7e,FW,Elche,es La Liga,14.1,2
1311,Kalvin Phillips\4f565d77,MF,Leeds United,eng Premier League,17.7,2
1312,Suf Podgoreanu\d697a2d0,FW,Spezia,it Serie A,1.3,2
1313,Ezequiel Ponce\ccbbe661,FW,Elche,es La Liga,7.4,2
1314,Darío Poveda\cbdf7d5c,FWMF,Getafe,es La Liga,4.2,2
1315,Abdón Prats\d1b060e2,FW,Mallorca,es La Liga,7.1,2
1316,Manuel Prietl\901c0f97,MF,Arminia,de Bundesliga,23.6,2
1317,Pubill\365113c0,DF,Levante,es La Liga,5.7,2
1318,Quini\7a538238,DF,Granada,es La Liga,25.6,2
1319,Uroš Račić\faed84db,MF,Valencia,es La Liga,13.4,2
1320,Ivan Rakitić\89f951b5,MF,Sevilla,es La Liga,24.2,2
1321,Diego Rico\d9ba39fc,DF,Real Sociedad,es La Liga,18.3,2
1322,Mihailo Ristić\ea0aa7e0,DF,Montpellier,fr Ligue 1,20.0,2
1323,Stian Rode Gregersen\5f011e05,DF,Bordeaux,fr Ligue 1,21.7,2
1324,Óscar Rodríguez Arnaiz\19709006,FWMF,Sevilla,es La Liga,4.6,2
1325,Cristian Romero\a3d94a58,DF,Tottenham,eng Premier League,20.5,2
1326,Salomón Rondón\b318a643,FW,Everton,eng Premier League,8.8,2
1327,Nicolò Rovella\e58cbfd5,MF,Genoa,it Serie A,16.3,2
1328,Abdelhamid Sabiri\4830e0af,MFFW,Sampdoria,it Serie A,9.9,2
1329,Eddie Salcedo\0489bb30,MFFW,Spezia,it Serie A,4.8,2
1330,Martin Satriano\86383d0e,FW,Brest,fr Ligue 1,10.4,2
1331,Xaver Schlager\8f056768,MF,Wolfsburg,de Bundesliga,11.6,2
1332,Alidu Seidu\cea59f02,DF,Clermont Foot,fr Ligue 1,15.7,2
1333,Stefano Sensi\b70bde8f,MF,Inter,it Serie A,1.9,2
1334,Janni Serra\40b58bfc,FW,Arminia,de Bundesliga,12.4,2
1335,Jamie Shackleton\8d03ca5a,DFMF,Leeds United,eng Premier League,7.9,2
1336,Djibril Sidibé\4c5b714f,DF,Monaco,fr Ligue 1,10.5,2
1337,Arnór Sigurðsson\f209b81e,MFFW,Venezia,it Serie A,2.0,2
1338,Daley Sinkgraven\73000a79,DF,Leverkusen,de Bundesliga,3.9,2
1339,Issouf Sissokho\792a9d41,MF,Bordeaux,fr Ligue 1,4.8,2
1340,Islam Slimani\ffec9769,FW,Lyon,fr Ligue 1,6.4,2
1341,Alberto Soro\452c3055,MFFW,Granada,es La Liga,6.4,2
1342,Tomáš Souček\6613c819,MF,West Ham,eng Premier League,34.0,2
1343,Adama Soumaoro\7b075c75,DF,Bologna,it Serie A,25.2,2
1344,Tony Springett\35be8087,FWMF,Norwich City,eng Premier League,1.6,2
1345,Jens Stryger Larsen\f91e81c9,DF,Udinese,it Serie A,7.6,2
1346,Niklas Süle\e33c06cf,DF,Bayern Munich,de Bundesliga,20.4,2
1347,Bosko Sutalo\1d0bb7e4,DF,Hellas Verona,it Serie A,10.2,2
1348,Mamadou Sylla\e5ec95f8,FWMF,Rayo Vallecano,es La Liga,2.8,2
1349,Florian Tardieu\ed39121c,MF,Troyes,fr Ligue 1,29.2,2
1350,Charlie Taylor\cc2d7ad5,DF,Burnley,eng Premier League,30.3,2
1351,Jordan Tell\4f093689,FW,Clermont Foot,fr Ligue 1,3.2,2
1352,Alex Telles\e73c9bb2,DF,Manchester Utd,eng Premier League,18.4,2
1353,Tanner Tessmann\ac277993,MF,Venezia,it Serie A,7.6,2
1354,Erik Thommy\df8e7b62,DFFW,Stuttgart,de Bundesliga,3.0,2
1355,Steffen Tigges\6b8887c2,FWMF,Dortmund,de Bundesliga,1.2,2
1356,Takehiro Tomiyasu\b3af9be1,DF,Arsenal,eng Premier League,18.7,2
1357,Ferrán Torres\9e1035f8,FW,Manchester City,eng Premier League,3.4,2
1358,Abdoulaye Touré\ef7cd87a,MF,Genoa,it Serie A,4.8,2
1359,Ike Ugbo\8a53d24b,FW,Troyes,fr Ligue 1,9.0,2
1360,Dayot Upamecano\d248cd8f,DF,Bayern Munich,de Bundesliga,24.6,2
1361,Jere Uronen\d75f3980,DF,Brest,fr Ligue 1,9.8,2
1362,Kevin Vázquez\ee923664,DF,Celta Vigo,es La Liga,14.8,2
1363,Joël Veltman\dad4b285,DF,Brighton,eng Premier League,31.9,2
1364,Mikel Vesga\b0fce72c,MF,Athletic Club,es La Liga,15.1,2
1365,Tonny Vilhena\c7069d87,MFFW,Espanyol,es La Liga,10.3,2
1366,Asier Villalibre\57be54ec,FW,Athletic Club,es La Liga,6.1,2
1367,Theo Walcott\1ecb65be,MFFW,Southampton,eng Premier League,4.2,2
1368,James Ward-Prowse\3515d404,MF,Southampton,eng Premier League,35.7,2
1369,Magnus Warming\55e098cd,FWDF,Torino,it Serie A,0.6,2
1370,Adam Webster\c40b6180,DF,Brighton,eng Premier League,15.9,2
1371,Ashley Westwood\495945ef,MF,Burnley,eng Premier League,25.4,2
1372,Ben White\35e413f1,DF,Arsenal,eng Premier League,32.0,2
1373,Jetro Willems\9050ddc4,DF,Greuther Fürth,de Bundesliga,17.8,2
1374,Axel Witsel\5dfc6ad5,MFDF,Dortmund,de Bundesliga,21.6,2
1375,Luca Wollschläger\24b8e7bd,FW,Hertha BSC,de Bundesliga,0.2,2
1376,Chris Wood\4e9a0555,FW,Burnley,eng Premier League,15.2,2
1377,Christopher Wooh\b003239d,DF,Lens,fr Ligue 1,11.7,2
1378,Joseph Aidoo\18abe173,DF,Celta Vigo,es La Liga,29.3,1
1379,Paco Alcácer\a7a9d95a,FW,Villarreal,es La Liga,8.7,1
1380,Dele Alli\cea4ee8f,MF,Everton,eng Premier League,3.8,1
1381,Steven Alzate\ad1f61f3,MF,Brighton,eng Premier League,4.5,1
1382,Emmanuel Amankwaa Akurugu\69c5633e,DF,Getafe,es La Liga,0.9,1
1383,Nadiem Amiri\555d5edd,MFFW,Leverkusen,de Bundesliga,4.1,1
1384,Sofyan Amrabat\5a2cb25d,MF,Fiorentina,it Serie A,10.5,1
1385,Fredrik André Bjørkan\3724baa1,DF,Hertha BSC,de Bundesliga,3.9,1
1386,Robert Andrich\e0b113a7,MF,Leverkusen,de Bundesliga,20.2,1
1387,Dilane Bakwa\2b5a35e5,FWDF,Bordeaux,fr Ligue 1,0.5,1
1388,Mikel Balenziaga\1fe67e86,DF,Athletic Club,es La Liga,22.5,1
1389,Fodé Ballo-Touré\f449640d,DF,Milan,it Serie A,5.0,1
1390,Folarin Balogun\31822f8c,FW,Arsenal,eng Premier League,0.8,1
1391,Ross Barkley\3a24769f,MF,Chelsea,eng Premier League,2.0,1
1392,Daniele Baselli\ea06dd97,MF,Cagliari,it Serie A,3.2,1
1393,Toma Bašić\80556f08,MF,Lazio,it Serie A,10.9,1
1394,Rodrigo Battaglia\d637fc22,MF,Mallorca,es La Liga,13.1,1
1395,Maximilian Bauer\44a20f0c,DF,Greuther Fürth,de Bundesliga,18.8,1
1396,Donny van de Beek\50dc94ce,MF,Manchester Utd,eng Premier League,0.8,1
1397,George Bello\aca0a525,DF,Arminia,de Bundesliga,4.8,1
1398,Keanan Bennetts\f4c7c708,FWDF,M'Gladbach,de Bundesliga,0.6,1
1399,Ryan Bertrand\01226327,DF,Leicester City,eng Premier League,3.7,1
1400,Jean-Claude Billong\a3e1d20d,DF,Clermont Foot,fr Ligue 1,10.9,1
1401,Davide Biraschi\64cd167d,DF,Genoa,it Serie A,10.3,1
1402,Tarsis Bonga\6ebbc28a,FW,Bochum,de Bundesliga,0.2,1
1403,Domagoj Bradarić\8bbe2df5,DFMF,Lille,fr Ligue 1,4.6,1
1404,Gleison Bremer\5fd5ed86,DF,Torino,it Serie A,32.1,1
1405,Brian Brobbey\4c184730,FW,RB Leipzig,de Bundesliga,1.5,1
1406,John Brooks\e27da244,DF,Wolfsburg,de Bundesliga,29.1,1
1407,Daniel Brosinski\a7813ac4,DF,Mainz 05,de Bundesliga,4.3,1
1408,Sergio Busquets\5ab0ea87,MF,Barcelona,es La Liga,35.5,1
1409,Jamie Bynoe-Gittens\10745192,FW,Dortmund,de Bundesliga,1.5,1
1410,Sam Byram\1bf811d4,DF,Norwich City,eng Premier League,11.4,1
1411,Jovane Cabral\e34e086c,FW,Lazio,it Serie A,2.1,1
1412,Liberato Cacace\dd86e8e4,DF,Empoli,it Serie A,5.2,1
1413,Martín Cáceres\e94d79e3,DF,Levante,es La Liga,7.4,1
1414,Mathieu Cafaro\2a657da0,FWMF,Reims,fr Ligue 1,2.1,1
1415,Yannick Cahuzac\677ee102,MF,Lens,fr Ligue 1,6.9,1
1416,Jens Cajuste\928a4a61,MF,Reims,fr Ligue 1,4.0,1
1417,Riccardo Calafiori\aded8e6f,DF,Roma,it Serie A,1.9,1
1418,Dominic Calvert-Lewin\59e6e5bf,FW,Everton,eng Premier League,14.3,1
1419,Emre Can\a65ce836,DFMF,Dortmund,de Bundesliga,18.8,1
1420,Carmona\2dce876a,DF,Sevilla,es La Liga,0.3,1
1421,Moreto Cassamã\f54d2149,MF,Reims,fr Ligue 1,8.9,1
1422,Samu Castillejo\130a7a3f,FWMF,Milan,it Serie A,1.4,1
1423,Gonzalo Castro\68829001,MFFW,Arminia,de Bundesliga,4.8,1
1424,Dani Ceballos\c0617e2b,MF,Real Madrid,es La Liga,3.1,1
1425,Federico Ceccherini\d9624b51,DF,Hellas Verona,it Serie A,26.2,1
1426,Nassim Chadli\5c61496e,MFDF,Troyes,fr Ligue 1,1.1,1
1427,Giorgio Chiellini\e85fb9b8,DF,Juventus,it Serie A,15.0,1
1428,Chiquinho\dc6c2f02,DFMF,Wolves,eng Premier League,2.3,1
1429,Pedro Chirivella\68a26d51,MF,Nantes,fr Ligue 1,29.3,1
1430,Alexis Claude-Maurice\741418c3,MF,Nice,fr Ligue 1,2.3,1
1431,Coke\6d8f8441,DF,Levante,es La Liga,1.3,1
1432,Nathan Collins\a8c19eb8,DF,Burnley,eng Premier League,18.6,1
1433,Lucas Copado\8356931a,FW,Bayern Munich,de Bundesliga,0.2,1
1434,Diego Coppola\22ae86f9,DF,Hellas Verona,it Serie A,2.8,1
1435,Jack Cork\74e12f1e,MF,Burnley,eng Premier League,18.6,1
1436,Lassana Coulibaly\85a44ecc,MF,Salernitana,it Serie A,25.9,1
1437,Bryan Cristante\16657b95,MF,Roma,it Serie A,29.8,1
1438,Enzo Crivelli\06f33dc8,FWMF,Saint-Étienne,fr Ligue 1,1.1,1
1439,Juan Cruz Armada\a56da3ba,DF,Osasuna,es La Liga,21.5,1
1440,Marc Cucurella\1daec722,FWDF,Getafe,es La Liga,0.3,1
1441,Mickaël Cuisance\5722eced,MF,Venezia,it Serie A,10.2,1
1442,Wylan Cyprien\3e092724,MF,Nantes,fr Ligue 1,16.6,1
1443,Danilo D'Ambrosio\44eb9093,DF,Inter,it Serie A,11.1,1
1444,Colin Dagba\29c02c9f,DF,Paris S-G,fr Ligue 1,1.8,1
1445,Ebrima Darboe\cf043a33,MF,Roma,it Serie A,0.7,1
1446,Vladimír Darida\3eb0f2df,MF,Hertha BSC,de Bundesliga,19.8,1
1447,Tom Davies\9228b07c,MF,Everton,eng Premier League,2.6,1
1448,Thomas Delaney\fe641c1a,MF,Sevilla,es La Liga,17.2,1
1449,Sacha Delaye\e4448c8c,MFFW,Montpellier,fr Ligue 1,2.9,1
1450,Andy Delort\d33c706e,FW,Montpellier,fr Ligue 1,3.0,1
1451,Merih Demiral\e3cceee6,DF,Atalanta,it Serie A,21.3,1
1452,Leander Dendoncker\5a7301ae,MF,Wolves,eng Premier League,21.7,1
1453,Jacopo Dezi\e921b9db,MF,Venezia,it Serie A,0.2,1
1454,Francesco Di Mariano\35a2557c,FW,Venezia,it Serie A,0.7,1
1455,Yadaly Diaby\5630a6e0,FWMF,Clermont Foot,fr Ligue 1,0.7,1
1456,Mouctar Diakhaby\d2110326,DF,Valencia,es La Liga,21.6,1
1457,Ibrahima Diallo\11ff3d56,MF,Southampton,eng Premier League,11.4,1
1458,Daniel Didavi\d3096421,FWMF,Stuttgart,de Bundesliga,3.1,1
1459,Eric Dier\ac861941,DF,Tottenham,eng Premier League,34.1,1
1460,Elhadji Dieye\6a04bb7c,MFFW,Saint-Étienne,fr Ligue 1,0.4,1
1461,Axel Disasi\ad82197c,DF,Monaco,fr Ligue 1,30.2,1
1462,Berat Djimsiti\6eee05f1,DF,Atalanta,it Serie A,25.1,1
1463,Lewis Dobbin\e814e1cf,FWMF,Everton,eng Premier League,0.4,1
1464,Brandon Domingues\2a00c6c0,MFFW,Troyes,fr Ligue 1,2.6,1
1465,Lee Dongjun\96d0b6f0,MF,Hertha BSC,de Bundesliga,1.3,1
1466,Moussa Doumbia\6481421d,FW,Reims,fr Ligue 1,1.0,1
1467,Radu Drăgușin\620922ed,DF,Salernitana,it Serie A,5.4,1
1468,Erik Durm\cf623c78,DF,Eint Frankfurt,de Bundesliga,5.3,1
1469,Kingsley Ehizibue\76b2817e,DF,Köln,de Bundesliga,7.6,1
1470,Julian Eitschberger\943b9602,DF,Hertha BSC,de Bundesliga,0.5,1
1471,Albin Ekdal\f503ea63,MF,Sampdoria,it Serie A,18.2,1
1472,Mohamed Elneny\47a34c4f,MF,Arsenal,eng Premier League,9.0,1
1473,Keita Endo\1a83027b,MFFW,Union Berlin,de Bundesliga,0.6,1
1474,Fábio\bc7b4580,DF,Nantes,fr Ligue 1,18.5,1
1475,Cesc Fàbregas\33508c78,MF,Monaco,fr Ligue 1,0.4,1
1476,Wout Faes\9c221d14,DF,Reims,fr Ligue 1,37.0,1
1477,Wahidullah Faghir\93c9e7d9,FW,Stuttgart,de Bundesliga,1.4,1
1478,Diego Farias\157d29b6,MFFW,Cagliari,it Serie A,0.7,1
1479,Ömer Faruk Beyaz\8307b663,FWDF,Stuttgart,de Bundesliga,0.8,1
1480,Aleix Febas\38126309,MF,Mallorca,es La Liga,1.3,1
1481,Edimilson Fernandes\3bb625ac,DFFW,Arminia,de Bundesliga,3.1,1
1482,Alfreð Finnbogason\f9e7c4ac,FWMF,Augsburg,de Bundesliga,3.2,1
1483,José Fonte\90f87966,DF,Lille,fr Ligue 1,38.0,1
1484,Timothy Fosu-Mensah\a9142dc3,DF,Leverkusen,de Bundesliga,1.6,1
1485,Enric Franquesa\40883e3a,DF,Levante,es La Liga,6.9,1
1486,Fred\b853e0ad,MF,Manchester Utd,eng Premier League,22.5,1
1487,Marvin Friedrich\b77f44a4,DF,Union Berlin,de Bundesliga,13.0,1
1488,Unai García\4a633cfe,DF,Osasuna,es La Liga,15.6,1
1489,Dwight Gayle\e58a03c6,FW,Newcastle Utd,eng Premier League,0.4,1
1490,Valère Germain\ea0ff634,FW,Montpellier,fr Ligue 1,21.9,1
1491,Anwar El Ghazi\ffa90327,FW,Everton,eng Premier League,0.1,1
1492,Paolo Ghiglione\71dc23da,DF,Genoa,it Serie A,6.7,1
1493,Faouzi Ghoulam\c5adc293,DF,Napoli,it Serie A,3.7,1
1494,Matthias Ginter\f521b80a,DF,M'Gladbach,de Bundesliga,26.2,1
1495,Jimmy Giraudon\6ba71da5,DF,Troyes,fr Ligue 1,18.0,1
1496,Andrei Girotto\3befc2b6,DFMF,Nantes,fr Ligue 1,35.0,1
1497,Ben Godfrey\9f7c837d,DF,Everton,eng Premier League,22.5,1
1498,Diego Godín\fc4f85b1,DF,Cagliari,it Serie A,9.1,1
1499,Edoardo Goldaniga\4b029b31,DF,Cagliari,it Serie A,10.4,1
1500,André Gomes\1961b2aa,MF,Everton,eng Premier League,6.9,1
1501,Angel Gomes\645a3363,MFFW,Lille,fr Ligue 1,10.6,1
1502,Peter González\1ccd3dae,MFDF,Real Madrid,es La Liga,0.3,1
1503,Dan Gosling\7fec31a0,MF,Watford,eng Premier League,1.8,1
1504,Clément Grenier\8b298f56,MF,Mallorca,es La Liga,0.7,1
1505,Antoine Griezmann\df69b544,FW,Barcelona,es La Liga,2.9,1
1506,Florian Grillitsch\ffbbc83b,DFMF,Hoffenheim,de Bundesliga,16.6,1
1507,Carlos Gruezo\f2dd9a21,MF,Augsburg,de Bundesliga,10.8,1
1508,Andrés Guardado\ef322658,MF,Betis,es La Liga,15.5,1
1509,Marc Guéhi\d0706b27,DF,Crystal Palace,eng Premier League,35.8,1
1510,Pape Gueye\7155e3e1,MF,Marseille,fr Ligue 1,17.0,1
1511,John Guidetti\99bebd12,FWMF,Alavés,es La Liga,3.1,1
1512,Josuha Guilavogui\e6c43eec,MFDF,Wolfsburg,de Bundesliga,10.5,1
1513,Hugo Guillamón\f7c12fbf,MFDF,Valencia,es La Liga,26.2,1
1514,Gerard Gumbau\ac454a4f,MF,Elche,es La Liga,21.0,1
1515,Koray Günter\f1f1f238,DF,Hellas Verona,it Serie A,26.8,1
1516,Lasse Günther\00672803,DF,Augsburg,de Bundesliga,1.8,1
1517,Jon Guridi\4c0a6a48,MF,Real Sociedad,es La Liga,2.3,1
1518,Alexander Hack\a5ec3ede,DF,Mainz 05,de Bundesliga,23.0,1
1519,Amadou Haidara\92432bc6,MF,RB Leipzig,de Bundesliga,14.7,1
1520,Marcel Halstenberg\8ff2354e,DF,RB Leipzig,de Bundesliga,5.6,1
1521,Isaac Hayden\c951a6df,MFDF,Newcastle Utd,eng Premier League,11.1,1
1522,Hwang Hee-chan\169fd162,FW,RB Leipzig,de Bundesliga,0.5,1
1523,Ander Herrera\436a9dd0,MF,Paris S-G,fr Ligue 1,12.1,1
1524,Piero Hincapié\0c7a48f8,DF,Leverkusen,de Bundesliga,19.5,1
1525,Jannes Horn\2b83fa49,DF,Köln,de Bundesliga,5.3,1
1526,Ajdin Hrustic\1f2d714c,MF,Eint Frankfurt,de Bundesliga,10.7,1
1527,Benjamin Hübner\99de6b6f,DF,Hoffenheim,de Bundesliga,4.2,1
1528,Robert Ibáñez\c7429db3,MF,Osasuna,es La Liga,1.0,1
1529,Vicente Iborra\ad1ffcfd,MF,Villarreal,es La Liga,11.5,1
1530,Mauro Icardi\43b78598,FW,Paris S-G,fr Ligue 1,11.4,1
1531,Jonathan Iglesias\639ca1cf,MF,Clermont Foot,fr Ligue 1,6.4,1
1532,Danylo Ihnatenko\65bbfba3,MF,Bordeaux,fr Ligue 1,7.7,1
1533,Mato Jajalo\8c65eb5f,MF,Udinese,it Serie A,7.0,1
1534,Kristijan Jakić\a8ee54ad,MF,Eint Frankfurt,de Bundesliga,20.9,1
1535,Marin Jakoliš\96f4ebc0,FW,Angers,fr Ligue 1,2.5,1
1536,Daniel James\c931d9f9,FW,Manchester Utd,eng Premier League,1.4,1
1537,Pontus Jansson\172e52d8,DF,Brentford,eng Premier League,36.9,1
1538,Fredrik Jensen\3eeb80e0,MFFW,Augsburg,de Bundesliga,4.6,1
1539,Mathias Jensen\0f134faf,MF,Brentford,eng Premier League,17.8,1
1540,Juan Jesus\79083382,DF,Napoli,it Serie A,14.2,1
1541,Jofre\030ef8d6,MFDF,Espanyol,es La Liga,0.2,1
