Rk,Player,Pos,Squad,Comp,90s,1/3
1326,Njegoš Petrović\0cb29e91,MF,Granada,es La Liga,10.2,11
1327,Pere Pons\29b61deb,MF,Alavés,es La Liga,15.2,11
1328,Amir Rrahmani\4b3e1a38,DF,Napoli,it Serie A,32.5,11
1329,Aitor Ruibal\a55d8df5,FWDF,Betis,es La Liga,9.5,11
1330,Marcel Sabitzer\e280527c,MFDF,Bayern Munich,de Bundesliga,10.1,11
1331,Falaye Sacko\6388e356,DF,Saint-Étienne,fr Ligue 1,7.4,11
1332,Xaver Schlager\8f056768,MF,Wolfsburg,de Bundesliga,11.6,11
1333,Isaac Success\f573a8bf,FW,Udinese,it Serie A,10.1,11
1334,Jonathan Tah\bd142efb,DF,Leverkusen,de Bundesliga,32.0,11
1335,Matt Targett\e514ab62,DF,Aston Villa,eng Premier League,15.9,11
1336,Corentin Tolisso\652d4c37,MF,Bayern Munich,de Bundesliga,7.8,11
1337,Nikola Vlašić\aa8e289e,FWMF,West Ham,eng Premier League,6.2,11
1338,Kelvin Yeboah\ea0893d6,FW,Genoa,it Serie A,9.4,11
1339,Alessandro Zanoli\3b12b11f,DF,Napoli,it Serie A,5.1,11
1340,Deyovaisio Zeefuik\58a2e9f6,DFMF,Hertha BSC,de Bundesliga,6.3,11
1341,Lorenz Assignon\b026bbf6,DF,Rennes,fr Ligue 1,6.8,10
1342,Fodé Ballo-Touré\f449640d,DF,Milan,it Serie A,5.0,10
1343,Mohamed Bayo\01870104,FW,Clermont Foot,fr Ligue 1,26.8,10
1344,Hatem Ben Arfa\74dc806c,FWMF,Lille,fr Ligue 1,3.5,10
1345,Pedro Bigas\697295b1,DF,Elche,es La Liga,17.2,10
1346,Emil Bohinen\c83c203f,MF,Salernitana,it Serie A,7.8,10
1347,Kevin Bonifazi\fb77bfef,DF,Bologna,it Serie A,13.4,10
1348,Gleison Bremer\5fd5ed86,DF,Torino,it Serie A,32.1,10
1349,Moisés Caicedo\16264a81,MF,Brighton,eng Premier League,7.3,10
1350,Fali Candé\3cc4bb19,DF,Metz,fr Ligue 1,10.8,10
1351,Álex Cantero\4aa253fd,FWMF,Levante,es La Liga,6.8,10
1352,Moreto Cassamã\f54d2149,MF,Reims,fr Ligue 1,8.9,10
1353,Bamba Dieng\40774c6b,FWMF,Marseille,fr Ligue 1,10.8,10
1354,Kasper Dolberg\cc83b74d,FW,Nice,fr Ligue 1,16.6,10
1355,Lewis Dunk\282f75f3,DF,Brighton,eng Premier League,28.6,10
1356,Jurgen Ekkelenkamp\73d6a176,MFFW,Hertha BSC,de Bundesliga,8.0,10
1357,Aritz Elustondo\f7dc2ae5,DF,Real Sociedad,es La Liga,23.4,10
1358,Sergio Escudero\b0616e3d,DFMF,Granada,es La Liga,15.9,10
1359,Raphael Framberger\626fab5f,DF,Augsburg,de Bundesliga,9.4,10
1360,Manolo Gabbiadini\8f866fe8,FWMF,Sampdoria,it Serie A,12.7,10
1361,Dani Gómez\0e5ddc7c,FW,Levante,es La Liga,11.8,10
1362,Lamine Gueye\9d5dcc23,MFFW,Metz,fr Ligue 1,6.2,10
1363,Iglesias\974322dc,DF,Getafe,es La Liga,8.0,10
1364,Borja Iglesias\75645f0e,FW,Betis,es La Liga,17.5,10
1365,Atakan Karazor\5762be5c,MF,Stuttgart,de Bundesliga,21.1,10
1366,Edo Kayembe\f99b71de,MF,Watford,eng Premier League,8.9,10
1367,Christopher Lenz\bbd86530,DF,Eint Frankfurt,de Bundesliga,7.4,10
1368,Isaac Lihadji\57a46f3f,MFFW,Lille,fr Ligue 1,2.6,10
1369,Deiver Machado\b3f8bdef,DF,Lens,fr Ligue 1,5.8,10
1370,Arkadiusz Milik\85613cf0,FW,Marseille,fr Ligue 1,15.7,10
1371,Juan Miranda\ead61f73,DF,Betis,es La Liga,8.7,10
1372,Aimen Moueffek\2591b066,MF,Saint-Étienne,fr Ligue 1,4.8,10
1373,Toni Moya\9e098912,MF,Alavés,es La Liga,15.4,10
1374,Marshall Munetsi\2acf0cd7,MFDF,Reims,fr Ligue 1,20.9,10
1375,Wilfred Ndidi\6b47c5db,MFDF,Leicester City,eng Premier League,18.0,10
1376,Andrea Petagna\03f946ed,FW,Napoli,it Serie A,6.5,10
1377,Alex Petxa\97d08e60,DFMF,Athletic Club,es La Liga,4.6,10
1378,Yussuf Poulsen\d2416c2e,FW,RB Leipzig,de Bundesliga,12.0,10
1379,Manuel Prietl\901c0f97,MF,Arminia,de Bundesliga,23.6,10
1380,Ivan Radovanović\023937a9,DFMF,Salernitana,it Serie A,11.7,10
1381,Karim Rekik\3376a776,DF,Sevilla,es La Liga,12.2,10
1382,Kevin Schade\52afb588,FWMF,Freiburg,de Bundesliga,9.2,10
1383,Brandon Soppy\28f66c2e,DFMF,Udinese,it Serie A,8.6,10
1384,Nahuel Tenaglia\66654daa,DF,Alavés,es La Liga,11.9,10
1385,Fikayo Tomori\7edfbb8a,DF,Milan,it Serie A,30.2,10
1386,Antonio Vacca\444c89d9,MF,Venezia,it Serie A,11.8,10
1387,Asier Villalibre\57be54ec,FW,Athletic Club,es La Liga,6.1,10
1388,Aster Vranckx\f86cd5df,MF,Wolfsburg,de Bundesliga,12.7,10
1389,Jonas Wind\2077ae86,FWMF,Wolfsburg,de Bundesliga,13.1,10
1390,Yoane Wissa\2500cef9,FWMF,Brentford,eng Premier League,14.3,10
1391,Xeka\f3600c02,MF,Lille,fr Ligue 1,18.0,10
1392,Edon Zhegrova\34a88e3e,MFFW,Lille,fr Ligue 1,5.3,10
1393,David Zima\acf7e795,DF,Torino,it Serie A,14.6,10
1394,Omar Alderete\bb08bce9,DF,Valencia,es La Liga,26.7,9
1395,Andrés Andrade Cedeño\6ea23758,DF,Arminia,de Bundesliga,11.6,9
1396,Kristjan Asllani\0fdcef0e,MF,Empoli,it Serie A,15.0,9
1397,Ludwig Augustinsson\9fec8860,DF,Sevilla,es La Liga,8.8,9
1398,Nabil Bentaleb\3189f61a,MF,Angers,fr Ligue 1,16.8,9
1399,Domagoj Bradarić\8bbe2df5,DFMF,Lille,fr Ligue 1,4.6,9
1400,Daniel Brosinski\a7813ac4,DF,Mainz 05,de Bundesliga,4.3,9
1401,Dan Burn\b2d31e83,DF,Brighton,eng Premier League,11.4,9
1402,Tom Cleverley\6cdd8245,MF,Watford,eng Premier League,18.0,9
1403,Nathaniel Clyne\0442183b,DF,Crystal Palace,eng Premier League,15.0,9
1404,Danny da Costa\5ddb8f9f,DF,Eint Frankfurt,de Bundesliga,8.1,9
1405,Matheus Cunha\dc62b55d,FW,Atlético Madrid,es La Liga,11.8,9
1406,Thomas Delaney\fe641c1a,MF,Sevilla,es La Liga,17.2,9
1407,Diego Demme\dc3fa3b5,MF,Napoli,it Serie A,7.7,9
1408,Mattia Destro\d7d32194,FW,Genoa,it Serie A,19.4,9
1409,Erik Durm\cf623c78,DF,Eint Frankfurt,de Bundesliga,5.3,9
1410,Hugo Duro\37e103f8,FWMF,Valencia,es La Liga,20.4,9
1411,Sepe Elye Wahi\0d7b6576,FW,Montpellier,fr Ligue 1,19.8,9
1412,Luiz Felipe\15d0c248,DF,Lazio,it Serie A,27.7,9
1413,Riccardo Gagliolo\173061c0,DF,Salernitana,it Serie A,12.6,9
1414,Danny Ings\07802f7f,FW,Aston Villa,eng Premier League,21.1,9
1415,Felix Kalu Nmecha\091c86e2,MFFW,Wolfsburg,de Bundesliga,3.6,9
1416,Moise Kean\3d50bcdb,FW,Juventus,it Serie A,12.2,9
1417,Rani Khedira\59e4b92e,MF,Union Berlin,de Bundesliga,30.6,9
1418,Philipp Klement\0cddeaa7,MFFW,Stuttgart,de Bundesliga,3.8,9
1419,Sead Kolašinac\3935e52e,DF,Marseille,fr Ligue 1,4.9,9
1420,Odilon Kossonou\1f3afdcb,DF,Leverkusen,de Bundesliga,19.9,9
1421,Didier Lamkel Zé\b229aa13,FW,Metz,fr Ligue 1,6.7,9
1422,Julien Laporte\f066022d,DF,Lorient,fr Ligue 1,32.1,9
1423,Sean Longstaff\a2b105e0,MF,Newcastle Utd,eng Premier League,16.3,9
1424,Anderson Lucoqui\5569bf9a,DF,Mainz 05,de Bundesliga,8.3,9
1425,Reinildo Mandava\c20bdcd7,DF,Atlético Madrid,es La Liga,14.4,9
1426,Javi Martínez\3672b352,MF,Osasuna,es La Liga,9.8,9
1427,Pablo Martínez\ecc77652,MF,Levante,es La Liga,7.3,9
1428,Aleš Matějů\deb748c9,DF,Venezia,it Serie A,8.1,9
1429,Azor Matusiwa\a17a94d6,MF,Reims,fr Ligue 1,27.4,9
1430,Borja Mayoral\64e8ed6d,FW,Getafe,es La Liga,11.6,9
1431,Jorge Molina\43f71e77,FW,Granada,es La Liga,21.8,9
1432,Nicola Murru\d183e9d6,DF,Sampdoria,it Serie A,10.9,9
1433,Loum Ndiaye\bcfc4473,MF,Alavés,es La Liga,25.7,9
1434,Frank Onyeka\2944f86f,MF,Brentford,eng Premier League,11.6,9
1435,Leandro Paredes\dff153a4,MF,Paris S-G,fr Ligue 1,9.3,9
1436,Strahinja Pavlović\25146df0,DF,Monaco,fr Ligue 1,5.0,9
1437,Krzysztof Piątek\17f3620a,FW,Fiorentina,it Serie A,8.1,9
1438,Erik Pieters\1ef37668,DF,Burnley,eng Premier League,8.1,9
1439,Nemanja Radoja\b5dd3469,MF,Levante,es La Liga,13.5,9
1440,Samuele Ricci\9823be92,MF,Torino,it Serie A,8.0,9
1441,Matt Ritchie\71ef519e,DF,Newcastle Utd,eng Premier League,14.9,9
1442,Óscar Rodríguez Arnaiz\19709006,FWMF,Sevilla,es La Liga,4.6,9
1443,Roli Pereira de Sa\60f58477,MF,Nantes,fr Ligue 1,6.4,9
1444,Lazar Samardzic\217c93a1,MF,Udinese,it Serie A,5.4,9
1445,Patrik Schick\5d4f7d61,FW,Leverkusen,de Bundesliga,23.1,9
1446,Alidu Seidu\cea59f02,DF,Clermont Foot,fr Ligue 1,15.7,9
1447,Jonjo Shelvey\3727dd3c,MF,Newcastle Utd,eng Premier League,22.0,9
1448,Islam Slimani\ffec9769,FW,Lyon,fr Ligue 1,6.4,9
1449,Stefan Strandberg\6d5e62b0,DF,Salernitana,it Serie A,10.4,9
1450,Jens Stryger Larsen\f91e81c9,DF,Udinese,it Serie A,7.6,9
1451,Suso\4e219ad2,FW,Sevilla,es La Liga,4.3,9
1452,Tanner Tessmann\ac277993,MF,Venezia,it Serie A,7.6,9
1453,Almamy Touré\c8c60119,DF,Eint Frankfurt,de Bundesliga,5.6,9
1454,Kieran Trippier\21512407,DF,Atlético Madrid,es La Liga,10.8,9
1455,Jesus Vazquez\106c142c,DF,Valencia,es La Liga,9.0,9
1456,Callum Wilson\c596fcb0,FW,Newcastle Utd,eng Premier League,15.4,9
1457,Dickson Abiama\cadd666a,FW,Greuther Fürth,de Bundesliga,8.1,8
1458,Joseph Aidoo\18abe173,DF,Celta Vigo,es La Liga,29.3,8
1459,Tomás Alarcón\99ea2ddd,MF,Cádiz,es La Liga,15.8,8
1460,Steven Alzate\ad1f61f3,MF,Brighton,eng Premier League,4.5,8
1461,Sofyan Amrabat\5a2cb25d,MF,Fiorentina,it Serie A,10.5,8
1462,Cristian Ansaldi\bbafc0c4,DF,Torino,it Serie A,7.7,8
1463,Santiago Ascacíbar\e26fcca3,MF,Hertha BSC,de Bundesliga,26.4,8
1464,Simon Asta\dfc85b89,DF,Greuther Fürth,de Bundesliga,8.7,8
1465,Alejandro Balde\5ccc9672,DFFW,Barcelona,es La Liga,2.1,8
1466,Marco Benassi\0000acda,MF,Empoli,it Serie A,4.2,8
1467,Bilal Brahimi\02bcaf8e,FWDF,Angers,fr Ligue 1,3.8,8
1468,Mattia Caldara\ac7e640b,DF,Venezia,it Serie A,30.0,8
1469,Jean-Charles Castelletto\e0f3a1f6,DF,Nantes,fr Ligue 1,27.9,8
1470,Joris Chotard\7909ffa4,MF,Montpellier,fr Ligue 1,32.6,8
1471,Juan Cruz Armada\a56da3ba,DF,Osasuna,es La Liga,21.5,8
1472,Colin Dagba\29c02c9f,DF,Paris S-G,fr Ligue 1,1.8,8
1473,Mohamed Fares\b7a5bc86,DFFW,Genoa,it Serie A,6.5,8
1474,Mario Gaspar\fb5d47b3,DF,Villarreal,es La Liga,6.9,8
1475,Joe Gomez\7a11550b,DF,Liverpool,eng Premier League,3.7,8
1476,Cedric Gondo\ff37d2ef,FW,Salernitana,it Serie A,7.8,8
1477,Janik Haberer\70dcf94d,MF,Freiburg,de Bundesliga,9.1,8
1478,Mats Hummels\05d548d8,DF,Dortmund,de Bundesliga,19.6,8
1479,Paul Jaeckel\a93b6f4e,DF,Union Berlin,de Bundesliga,22.7,8
1480,Luca Kilian\610aa1e9,DF,Köln,de Bundesliga,25.3,8
1481,Ezri Konsa\0313a347,DF,Aston Villa,eng Premier League,27.5,8
1482,Tom Lacoux\295ba708,DFMF,Bordeaux,fr Ligue 1,10.1,8
1483,Maxim Leitsch\7e12a98d,DF,Bochum,de Bundesliga,17.1,8
1484,Tim Lemperle\792ffa71,FWMF,Köln,de Bundesliga,1.7,8
1485,Léo Leroy\fcc84a07,MF,Montpellier,fr Ligue 1,7.0,8
1486,Yohann Magnin\caa7aaea,MFDF,Clermont Foot,fr Ligue 1,19.1,8
1487,Javier Manquillo\758dd7f0,DF,Newcastle Utd,eng Premier League,14.0,8
1488,Iñigo Martínez\3fc45c73,DF,Athletic Club,es La Liga,26.0,8
1489,Arthur Masuaku\57df7a11,DFFW,West Ham,eng Premier League,7.2,8
1490,Gary Medel\563a68ad,DF,Bologna,it Serie A,31.4,8
1491,Miguel\6763373d,FWMF,Alavés,es La Liga,9.2,8
1492,Ángel Montoro\719384c1,MF,Granada,es La Liga,14.8,8
1493,Raúl Moro\919dd4b1,FW,Lazio,it Serie A,2.2,8
1494,Casimir Ninga\91f2da4c,FW,Angers,fr Ligue 1,4.5,8
1495,Fernando Niño\81d5c497,FW,Mallorca,es La Liga,9.8,8
1496,Joel Obi\614c38fb,MFDF,Salernitana,it Serie A,12.7,8
1497,Dango Ouattara\2f9e4435,MFFW,Lorient,fr Ligue 1,9.0,8
1498,Levin Öztunalı\66385c46,MF,Union Berlin,de Bundesliga,6.4,8
1499,Nicolas Pallois\779847d6,DF,Nantes,fr Ligue 1,27.2,8
1500,Léo Pétrot\00638016,DF,Lorient,fr Ligue 1,20.2,8
1501,Ethan Pinnock\e541326e,DF,Brentford,eng Premier League,29.9,8
1502,Pubill\365113c0,DF,Levante,es La Liga,5.7,8
1503,Sergio Ramos\08511d65,DF,Paris S-G,fr Ligue 1,8.9,8
1504,Gio Reyna\7fa4e703,MF,Dortmund,de Bundesliga,4.9,8
1505,Chris Richards\0a3d6d2b,DF,Hoffenheim,de Bundesliga,14.5,8
1506,Kévin Rodrigues\f1bed920,DFFW,Rayo Vallecano,es La Liga,4.8,8
1507,Danny Rose\89d10e53,DF,Watford,eng Premier League,7.7,8
1508,Sebastian Rudy\80f36c88,MF,Hoffenheim,de Bundesliga,8.6,8
1509,Eddie Salcedo\0489bb30,MFFW,Spezia,it Serie A,4.8,8
1510,Jack Stephens\6adbc307,DF,Southampton,eng Premier League,9.0,8
1511,Stefano Sturaro\2334478a,MF,Genoa,it Serie A,19.6,8
1512,Luis Suárez\a6154613,FW,Atlético Madrid,es La Liga,20.4,8
1513,Roberto Torres\d733aa38,MFFW,Osasuna,es La Liga,9.0,8
1514,Adama Traoré\9a28eba4,FWDF,Barcelona,es La Liga,4.2,8
1515,Zinho Vanheusden\afbf187b,DF,Genoa,it Serie A,11.0,8
1516,Matías Vecino\44ac04e9,MF,Inter,it Serie A,4.2,8
1517,Mikel Vesga\b0fce72c,MF,Athletic Club,es La Liga,15.1,8
1518,Rúben Vezo\c67cd65c,DF,Levante,es La Liga,26.9,8
1519,Lucas Alario\834d0be5,FW,Leverkusen,de Bundesliga,7.3,7
1520,Santiago Arias\fdd60087,DF,Granada,es La Liga,4.9,7
1521,Noah Joel Sarenren Bazee\fbbc8e15,MFFW,Augsburg,de Bundesliga,2.7,7
1522,Christian Benteke\ab070c55,FW,Crystal Palace,eng Premier League,12.7,7
1523,Davide Biraschi\64cd167d,DF,Genoa,it Serie A,10.3,7
1524,Liberato Cacace\dd86e8e4,DF,Empoli,it Serie A,5.2,7
1525,Martín Cáceres\e94d79e3,DF,Levante,es La Liga,7.4,7
1526,Víctor Chust\ec1a731e,DF,Cádiz,es La Liga,20.3,7
1527,Danilo D'Ambrosio\44eb9093,DF,Inter,it Serie A,11.1,7
1528,Craig Dawson\3e9e06cb,DF,West Ham,eng Premier League,30.6,7
1529,Francesco Di Tacchio\b5c3ff9f,MF,Salernitana,it Serie A,13.9,7
1530,Boulaye Dia\244bc2c8,FW,Villarreal,es La Liga,14.1,7
1531,Víctor Díaz\3624ce4c,DF,Granada,es La Liga,16.7,7
1532,Daniel Didavi\d3096421,FWMF,Stuttgart,de Bundesliga,3.1,7
1533,Naïs Djouahra\3594a357,FWMF,Real Sociedad,es La Liga,2.4,7
1534,Brandon Domingues\2a00c6c0,MFFW,Troyes,fr Ligue 1,2.6,7
1535,Nico Elvedi\48035304,DF,M'Gladbach,de Bundesliga,27.0,7
1536,Wout Faes\9c221d14,DF,Reims,fr Ligue 1,37.0,7
1537,Ansu Fati\0ba976e4,FW,Barcelona,es La Liga,3.7,7
1538,Morten Frendrup\f4d60499,DFMF,Genoa,it Serie A,7.7,7
1539,Roberto Gagliardini\ce30bfc8,MF,Inter,it Serie A,7.2,7
1540,Linus Gechter\ad2b068c,DF,Hertha BSC,de Bundesliga,8.0,7
1541,Valère Germain\ea0ff634,FW,Montpellier,fr Ligue 1,21.9,7
1542,Charlie Goode\7aee4dd3,DF,Brentford,eng Premier League,5.0,7
1543,Sebastian Griesbeck\a8db7ebb,DFMF,Greuther Fürth,de Bundesliga,27.1,7
1544,Miguel Gutiérrez\7e98cff1,DF,Real Madrid,es La Liga,2.9,7
1545,Oualid El Hajjam\9f29c204,DF,Troyes,fr Ligue 1,11.9,7
1546,Isaac Hayden\c951a6df,MFDF,Newcastle Utd,eng Premier League,11.1,7
1547,Luis Henrique\f36d5624,FWMF,Marseille,fr Ligue 1,7.8,7
1548,Hernani\6f5ead86,MFFW,Genoa,it Serie A,7.6,7
1549,Martin Hongla\b85bf253,MF,Hellas Verona,it Serie A,7.2,7
1550,Timo Hübers\94302c52,DF,Köln,de Bundesliga,19.3,7
1551,Armando Izzo\89976232,DF,Torino,it Serie A,5.8,7
1552,Jakub Jankto\1ea5f91c,DFMF,Getafe,es La Liga,6.5,7
1553,Moritz Jenz\ee644761,DF,Lorient,fr Ligue 1,15.3,7
1554,Joselu\6265208f,FW,Alavés,es La Liga,34.7,7
1555,Tino Kadewere\7d08063d,FW,Lyon,fr Ligue 1,5.6,7
1556,Sasa Kalajdzic\15f24fe7,FW,Stuttgart,de Bundesliga,13.6,7
1557,Michael Keane\c5b7c315,DF,Everton,eng Premier League,31.0,7
1558,Saîf-Eddine Khaoui\796b1c41,MFFW,Clermont Foot,fr Ligue 1,10.3,7
1559,Robin Knoche\6bd5cd5d,DF,Union Berlin,de Bundesliga,33.0,7
1560,Robin Koch\ea6bc03a,MFDF,Leeds United,eng Premier League,17.5,7
1561,Ibrahima Koné\04bb2b06,FW,Lorient,fr Ligue 1,8.1,7
1562,Gaëtan Laborde\7cdda3bf,FW,Montpellier,fr Ligue 1,3.8,7
1563,Robin Le Normand\9a64e67e,DF,Real Sociedad,es La Liga,37.0,7
1564,Castello Lukeba\5b9512c5,DF,Lyon,fr Ligue 1,23.3,7
1565,Ainsley Maitland-Niles\e3a5814e,DF,Roma,it Serie A,5.4,7
1566,Aïssa Mandi\fbd6378b,DF,Villarreal,es La Liga,15.3,7
1567,Adam Masina\de0f152c,DF,Watford,eng Premier League,12.0,7
1568,Jaime Mata\02319ad7,FW,Getafe,es La Liga,7.5,7
1569,Juan Mata\29733c72,MF,Manchester Utd,eng Premier League,2.6,7
1570,Eric Maxim Choupo-Moting\0e6bc38c,FWMF,Bayern Munich,de Bundesliga,4.2,7
1571,Jordi Mboula\4887118d,FW,Mallorca,es La Liga,4.8,7
1572,Nampalys Mendy\1598599e,MF,Leicester City,eng Premier League,11.5,7
1573,Kevin Möhwald\a5ce09f2,MF,Union Berlin,de Bundesliga,3.9,7
1574,Yvan Neyou\0ad37003,MF,Saint-Étienne,fr Ligue 1,10.4,7
1575,Lucas Olaza\4cee5954,DF,Elche,es La Liga,3.3,7
1576,Sérgio Oliveira\947e036f,MF,Roma,it Serie A,9.9,7
1577,Paulo Otávio\1cbe4984,DF,Wolfsburg,de Bundesliga,4.0,7
1578,Cristiano Piccini\32c0491f,DF,Valencia,es La Liga,3.6,7
1579,Tomás Pina Isla\e54bd0a2,MF,Alavés,es La Liga,16.0,7
1580,Antonio Raillo\b857bd29,DF,Mallorca,es La Liga,17.0,7
1581,Jeff Reine-Adélaïde\d504b3e1,MF,Lyon,fr Ligue 1,2.2,7
1582,Jacopo Sala\da5a981b,MF,Spezia,it Serie A,9.8,7
1583,Oier Sanjurjo\466824fb,MF,Osasuna,es La Liga,8.4,7
1584,Morgan Sanson\6e7f1353,MF,Aston Villa,eng Premier League,4.0,7
1585,Giorgio Scalvini\1e9aa637,DFMF,Atalanta,it Serie A,8.5,7
1586,Ryan Sessegnon\6aa3e78b,DF,Tottenham,eng Premier League,11.6,7
1587,Jamie Shackleton\8d03ca5a,DFMF,Leeds United,eng Premier League,7.9,7
1588,Xherdan Shaqiri\6421ec64,FWMF,Lyon,fr Ligue 1,7.5,7
1589,Adrien Silva\d6f88a1d,MF,Sampdoria,it Serie A,12.0,7
1590,Gabriel Silva\4914ed4a,DF,Saint-Étienne,fr Ligue 1,7.9,7
1591,Boubakary Soumaré\ae59b359,MF,Leicester City,eng Premier League,12.2,7
1592,Michael Svoboda\8abd174d,DF,Venezia,it Serie A,13.7,7
1593,Alexis Tibidi\ca6f4846,FWMF,Stuttgart,de Bundesliga,4.3,7
1594,Beñat Turrientes\068f4dec,MF,Real Sociedad,es La Liga,2.3,7
1595,Jere Uronen\d75f3980,DF,Brest,fr Ligue 1,9.8,7
1596,Yan Valery\531a4aa8,DF,Southampton,eng Premier League,4.1,7
1597,Nick Viergever\e38f1636,DF,Greuther Fürth,de Bundesliga,23.7,7
1598,Vitolo\db750822,MFFW,Getafe,es La Liga,2.5,7
1599,Andreas Voglsammer\daa78200,FWMF,Union Berlin,de Bundesliga,9.8,7
1600,Wout Weghorst\c4e87b8b,FW,Wolfsburg,de Bundesliga,17.3,7
1601,Ragnar Ache\dc38e3bc,MFFW,Eint Frankfurt,de Bundesliga,2.9,6
1602,Dele Alli\cea4ee8f,MFFW,Tottenham,eng Premier League,7.3,6
1603,Dele Alli\cea4ee8f,MF,Everton,eng Premier League,3.8,6
1604,Jordan Amavi\22721b88,DF,Nice,fr Ligue 1,4.6,6
1605,Fredrik André Bjørkan\3724baa1,DF,Hertha BSC,de Bundesliga,3.9,6
1606,Santiago Arzamendia\759d8dd7,MFDF,Cádiz,es La Liga,5.2,6
1607,Kaan Ayhan\2200181e,DF,Sassuolo,it Serie A,15.0,6
1608,Loïc Bade\114bbdee,DF,Rennes,fr Ligue 1,10.9,6
1609,Stéphane Bahoken\5046b7d4,FW,Angers,fr Ligue 1,12.2,6
1610,Abdoulaye Bamba\7fecbcdb,DF,Angers,fr Ligue 1,5.1,6
1611,Ashley Barnes\2691c772,FW,Burnley,eng Premier League,9.0,6
1612,Marc Bartra\b742cc0d,DF,Betis,es La Liga,22.1,6
1613,Timo Baumgartl\bd7d2e6d,DF,Union Berlin,de Bundesliga,24.1,6
1614,George Bello\aca0a525,DF,Arminia,de Bundesliga,4.8,6
1615,Willy Boly\a4ac4b8f,DF,Wolves,eng Premier League,10.0,6
1616,Sam Byram\1bf811d4,DF,Norwich City,eng Premier League,11.4,6
1617,Martín Cáceres\e94d79e3,DF,Cagliari,it Serie A,9.2,6
1618,Yannick Cahuzac\677ee102,MF,Lens,fr Ligue 1,6.9,6
1619,Denis Cheryshev\0ac94a23,MF,Valencia,es La Liga,6.3,6
1620,Omar Colley\8b95acda,DF,Sampdoria,it Serie A,30.5,6
1621,Nathan Collins\a8c19eb8,DF,Burnley,eng Premier League,18.6,6
1622,Patrick Cutrone\a4fe8cda,FW,Empoli,it Serie A,15.6,6
1623,Patson Daka\ca45605e,FW,Leicester City,eng Premier League,12.9,6
1624,Josh Dasilva\60344e4f,MFFW,Brentford,eng Premier League,2.9,6
1625,Virgil van Dijk\e06683ca,DF,Liverpool,eng Premier League,34.0,6
1626,Landry Dimata\b5f63410,FWMF,Espanyol,es La Liga,6.0,6
1627,Junior Dina Ebimbe\95bb6ddc,MF,Paris S-G,fr Ligue 1,3.5,6
1628,Moussa Djenepo\254147d4,MF,Southampton,eng Premier League,5.1,6
1629,Shane Duffy\7314bba4,DF,Brighton,eng Premier League,16.0,6
1630,Enric Franquesa\40883e3a,DF,Levante,es La Liga,6.9,6
1631,Unai García\4a633cfe,DF,Osasuna,es La Liga,15.6,6
1632,Joe Gelhardt\01962d0d,FWMF,Leeds United,eng Premier League,8.3,6
1633,Willem Geubbels\9836e892,FWMF,Nantes,fr Ligue 1,6.0,6
1634,Anwar El Ghazi\ffa90327,FWMF,Aston Villa,eng Premier League,4.3,6
1635,Olivier Giroud\16ceb862,FW,Milan,it Serie A,21.0,6
1636,Edoardo Goldaniga\4b029b31,DF,Cagliari,it Serie A,10.4,6
1637,Ander Guevara\8e48dc61,MF,Real Sociedad,es La Liga,9.6,6
1638,Marcel Halstenberg\8ff2354e,DF,RB Leipzig,de Bundesliga,5.6,6
1639,Christophe Hérelle\3681cfff,DF,Brest,fr Ligue 1,21.5,6
1640,Jérôme Hergault\a84f9a4b,DF,Lorient,fr Ligue 1,3.9,6
1641,Fredrik Jensen\3eeb80e0,MFFW,Augsburg,de Bundesliga,4.6,6
1642,Samuel Kalu\b8d22478,FWMF,Bordeaux,fr Ligue 1,3.6,6
1643,Cheikhou Kouyaté\8d3c902d,MF,Crystal Palace,eng Premier League,21.9,6
1644,Bryan Lasme\ebac0ace,FW,Arminia,de Bundesliga,9.7,6
1645,Lucas Leiva\4c78b5ed,MF,Lazio,it Serie A,18.9,6
1646,Jesse Lingard\810e3c74,FWMF,Manchester Utd,eng Premier League,4.1,6
1647,Diego Llorente\bba30585,DF,Leeds United,eng Premier League,26.0,6
1648,Giovani Lo Celso\d7553721,MFFW,Tottenham,eng Premier League,2.6,6
1649,Samuel Loric\9004f318,DF,Lorient,fr Ligue 1,3.0,6
1650,Béni Makouana\654f49ca,FWMF,Montpellier,fr Ligue 1,3.6,6
1651,Daniel Maldini\801831fe,MF,Milan,it Serie A,1.6,6
1652,Nathan de Medina\d686dbc0,DF,Arminia,de Bundesliga,8.6,6
1653,Martín Merquelanz\ddd5348b,FW,Rayo Vallecano,es La Liga,1.9,6
1654,Luka Milivojević\2ce2508a,MF,Crystal Palace,eng Premier League,8.6,6
1655,Nikolas Nartey\30261ba1,MFDF,Stuttgart,de Bundesliga,4.5,6
1656,Willi Orban\20030c06,DF,RB Leipzig,de Bundesliga,29.4,6
1657,Patrick Osterhage\9662c9ec,MF,Bochum,de Bundesliga,6.7,6
1658,Ambroise Oyongo\e3e05edf,DF,Montpellier,fr Ligue 1,7.3,6
1659,Darío Poveda\cbdf7d5c,FWMF,Getafe,es La Liga,4.2,6
1660,Sergi Roberto\335fa267,MFDF,Barcelona,es La Liga,4.4,6
1661,Matteo Ruggeri\ae9898c5,DF,Salernitana,it Serie A,7.5,6
1662,Samir Santos\92b4758e,DF,Udinese,it Serie A,15.8,6
1663,Kingsley Schindler\bd527260,DFMF,Köln,de Bundesliga,3.9,6
